defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,Assembly_Station,Shift,Inspector_ID,Defect_Present,Total_Units_Produced,Units_Passed_First_Time,Units_Reworked,Units_Rejected,Specific_Defect_Type,Root_Cause,Corrective_Action,Preventive_Action,Implementation_Status,Defect_Risk_Probability
624,56,Cosmetic,09/09/2025,Internal,Critical,Visual Inspection,638.8,case,3,I-102,0,314,277,12,25,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8139
625,98,Functional,02/23/2026,Internal,Critical,Automated Testing,770.66,dial,2,I-101,1,113,79,9,25,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7716
626,7,Structural,12/19/2025,Component,Minor,Visual Inspection,289.27,case,3,I-103,1,314,302,13,-1,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.799
627,24,Structural,01/14/2026,Component,Minor,Automated Testing,779.02,dial,2,I-103,0,227,173,29,25,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8216
628,23,Structural,09/04/2025,Surface,Moderate,Automated Testing,704.06,case,3,I-102,1,409,298,26,85,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8139
629,43,Functional,12/16/2025,Internal,Critical,Visual Inspection,546.42,strap,1,I-103,0,347,317,15,15,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7558
630,95,Functional,02/22/2026,Component,Moderate,Visual Inspection,780.89,strap,3,I-102,0,128,107,15,6,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7391
631,13,Cosmetic,01/02/2026,Surface,Minor,Manual Testing,303.08,dial,1,I-102,1,379,311,21,47,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8475
632,72,Structural,01/03/2026,Internal,Minor,Automated Testing,557.57,movement,3,I-102,1,437,336,11,90,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7955
633,28,Functional,09/28/2025,Component,Minor,Manual Testing,222.11,dial,1,I-102,1,418,356,37,25,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8475
634,94,Functional,01/22/2026,Internal,Minor,Visual Inspection,575.47,dial,3,I-101,1,301,233,27,41,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.755
635,60,Structural,02/13/2026,Component,Minor,Automated Testing,478.44,case,1,I-102,1,460,438,50,-28,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8402
636,17,Functional,10/06/2025,Surface,Moderate,Visual Inspection,32.62,case,2,I-104,0,156,118,6,32,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8508
637,21,Functional,01/28/2026,Component,Critical,Automated Testing,121.29,dial,2,I-103,1,491,465,35,-9,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8216
638,89,Cosmetic,12/07/2025,Component,Moderate,Automated Testing,967.29,strap,1,I-104,1,317,271,15,31,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8019
639,43,Cosmetic,09/17/2025,Surface,Moderate,Visual Inspection,200.29,case,3,I-101,1,161,150,3,8,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7446
640,5,Cosmetic,02/20/2026,Internal,Minor,Automated Testing,185.0,movement,1,I-104,1,256,230,33,-7,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8475
641,7,Functional,09/30/2025,Internal,Moderate,Manual Testing,959.61,case,3,I-103,1,301,269,33,-1,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.799
642,28,Structural,09/26/2025,Component,Critical,Visual Inspection,170.66,case,2,I-104,1,116,91,6,19,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8508
643,27,Cosmetic,02/16/2026,Component,Minor,Visual Inspection,563.94,movement,3,I-101,1,421,322,39,60,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7216
644,58,Cosmetic,02/07/2026,Internal,Minor,Automated Testing,52.03,dial,2,I-102,1,105,79,4,22,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8352
645,33,Functional,02/06/2026,Component,Critical,Automated Testing,474.62,movement,3,I-104,1,157,147,21,-11,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8221
646,20,Structural,09/14/2025,Surface,Moderate,Visual Inspection,263.76,dial,3,I-101,1,424,394,11,19,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.755
647,11,Cosmetic,01/02/2026,Component,Moderate,Automated Testing,758.91,dial,3,I-101,0,417,343,4,70,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.755
648,31,Cosmetic,09/09/2025,Component,Critical,Visual Inspection,59.04,dial,1,I-103,0,268,197,21,50,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8347
649,76,Cosmetic,09/11/2025,Internal,Moderate,Visual Inspection,647.01,movement,1,I-103,1,181,146,16,19,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8095
650,32,Cosmetic,01/20/2026,Internal,Moderate,Manual Testing,451.58,dial,2,I-104,1,318,277,28,13,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8576
651,34,Structural,10/10/2025,Internal,Minor,Manual Testing,221.25,strap,2,I-102,1,276,228,4,44,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7565
652,66,Cosmetic,12/19/2025,Component,Critical,Manual Testing,194.9,movement,1,I-101,1,303,278,16,9,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7571
653,62,Functional,10/30/2025,Surface,Minor,Automated Testing,433.75,strap,2,I-104,1,170,166,13,-9,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7869
654,86,Cosmetic,02/18/2026,Surface,Critical,Automated Testing,264.85,dial,1,I-101,1,486,366,19,101,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7874
655,91,Cosmetic,11/15/2025,Surface,Moderate,Automated Testing,230.68,case,3,I-101,1,365,302,48,15,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7446
656,63,Cosmetic,02/20/2026,Surface,Minor,Visual Inspection,836.11,dial,2,I-102,1,197,161,4,32,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8352
657,73,Structural,11/26/2025,Surface,Critical,Manual Testing,703.94,strap,2,I-102,1,444,348,34,62,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7565
658,94,Structural,02/08/2026,Surface,Moderate,Visual Inspection,814.84,strap,1,I-104,1,390,294,41,55,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8019
659,88,Structural,09/19/2025,Component,Minor,Visual Inspection,153.25,movement,2,I-102,1,307,220,14,73,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.81
660,12,Functional,11/27/2025,Internal,Minor,Visual Inspection,324.09,case,2,I-102,1,101,95,9,-3,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8275
661,48,Structural,10/07/2025,Component,Moderate,Visual Inspection,436.9,movement,3,I-104,1,223,182,28,13,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8221
662,35,Cosmetic,02/16/2026,Surface,Minor,Manual Testing,917.26,strap,2,I-102,0,379,318,13,48,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7565
663,25,Cosmetic,09/13/2025,Component,Critical,Automated Testing,45.26,dial,3,I-103,1,173,165,23,-15,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8077
664,47,Functional,09/26/2025,Surface,Critical,Visual Inspection,416.2,case,1,I-101,1,265,243,23,-1,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7781
665,55,Functional,01/15/2026,Component,Minor,Manual Testing,246.83,dial,2,I-101,1,121,89,6,26,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7716
666,45,Structural,09/03/2025,Component,Critical,Visual Inspection,824.28,dial,3,I-101,1,253,217,17,19,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.755
667,12,Cosmetic,02/01/2026,Surface,Minor,Visual Inspection,680.74,case,1,I-101,1,394,324,21,49,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7781
668,33,Structural,10/27/2025,Surface,Critical,Automated Testing,376.62,movement,2,I-104,1,318,293,35,-10,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8352
669,3,Functional,09/10/2025,Surface,Moderate,Manual Testing,400.79,dial,1,I-101,1,256,231,31,-6,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7874
670,15,Structural,10/20/2025,Component,Critical,Visual Inspection,496.72,strap,2,I-101,0,329,293,41,-5,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.6744
671,45,Structural,12/21/2025,Component,Moderate,Manual Testing,369.13,dial,1,I-101,1,119,94,17,8,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7874
672,16,Functional,01/18/2026,Internal,Moderate,Automated Testing,916.45,case,1,I-101,1,140,129,16,-5,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7781
673,63,Functional,12/31/2025,Internal,Minor,Visual Inspection,152.08,case,3,I-103,1,247,176,23,48,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.799
674,63,Structural,09/06/2025,Surface,Moderate,Visual Inspection,373.52,case,1,I-101,1,207,154,11,42,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7781
675,96,Cosmetic,01/11/2026,Surface,Critical,Visual Inspection,345.64,movement,2,I-103,1,183,145,15,23,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7948
676,4,Cosmetic,12/06/2025,Internal,Critical,Visual Inspection,33.95,dial,2,I-104,1,466,336,7,123,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8576
677,2,Structural,09/04/2025,Component,Critical,Visual Inspection,478.44,movement,3,I-102,1,421,322,48,51,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7955
678,19,Functional,11/19/2025,Component,Critical,Manual Testing,884.03,movement,2,I-101,0,408,380,29,-1,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7398
679,61,Structural,09/23/2025,Internal,Critical,Visual Inspection,113.64,case,2,I-102,1,389,375,4,10,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8275
680,5,Structural,09/19/2025,Component,Moderate,Visual Inspection,479.38,case,2,I-102,0,422,331,7,84,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8275
681,8,Structural,09/16/2025,Internal,Critical,Visual Inspection,395.56,movement,1,I-104,1,233,180,14,39,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8475
682,6,Structural,09/13/2025,Component,Moderate,Manual Testing,290.66,dial,1,I-102,1,306,238,28,40,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8475
683,18,Cosmetic,10/26/2025,Component,Minor,Visual Inspection,309.32,strap,2,I-103,0,382,297,28,57,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7384
684,33,Structural,11/15/2025,Component,Moderate,Manual Testing,28.05,movement,3,I-102,1,365,259,35,71,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7955
685,40,Structural,02/23/2026,Surface,Critical,Visual Inspection,37.69,dial,1,I-102,1,172,165,13,-6,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8475
686,35,Cosmetic,09/23/2025,Internal,Critical,Automated Testing,293.44,case,3,I-102,1,451,342,46,63,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8139
687,99,Functional,11/15/2025,Component,Minor,Visual Inspection,249.02,case,2,I-101,1,147,120,5,22,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7618
688,65,Structural,10/19/2025,Surface,Minor,Manual Testing,327.88,dial,2,I-101,1,425,298,10,117,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7716
689,56,Cosmetic,11/08/2025,Surface,Critical,Manual Testing,749.31,strap,1,I-103,1,332,312,31,-11,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7558
690,96,Cosmetic,01/25/2026,Component,Minor,Automated Testing,19.23,case,2,I-103,1,199,180,15,4,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8134
691,4,Functional,01/30/2026,Internal,Critical,Manual Testing,470.43,case,1,I-101,1,158,152,2,4,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7781
692,67,Cosmetic,10/19/2025,Component,Critical,Automated Testing,135.49,case,2,I-103,1,357,328,22,7,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8134
693,95,Structural,02/25/2026,Component,Minor,Manual Testing,531.4,dial,2,I-101,1,164,129,4,31,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7716
694,18,Cosmetic,10/17/2025,Surface,Critical,Manual Testing,205.83,movement,1,I-104,1,182,140,15,27,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8475
695,97,Cosmetic,12/20/2025,Component,Moderate,Visual Inspection,547.02,case,1,I-102,0,253,226,16,11,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8402
696,84,Functional,09/06/2025,Component,Moderate,Visual Inspection,459.29,movement,1,I-102,1,365,292,34,39,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8238
697,51,Cosmetic,12/02/2025,Surface,Critical,Manual Testing,762.32,strap,2,I-103,1,408,350,50,8,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7384
698,34,Cosmetic,11/28/2025,Component,Moderate,Visual Inspection,684.85,case,2,I-101,0,178,124,9,45,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7618
699,1,Cosmetic,12/04/2025,Component,Critical,Automated Testing,940.9,case,3,I-101,1,414,296,59,59,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7446
700,41,Cosmetic,10/14/2025,Surface,Minor,Manual Testing,894.66,strap,1,I-103,1,249,211,21,17,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7558
701,67,Functional,11/29/2025,Component,Minor,Manual Testing,10.44,case,2,I-101,1,147,126,14,7,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7618
702,43,Cosmetic,12/20/2025,Component,Minor,Visual Inspection,878.23,movement,2,I-104,1,478,435,50,-7,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8352
703,34,Structural,10/01/2025,Internal,Minor,Automated Testing,164.64,dial,1,I-102,1,347,255,35,57,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8475
704,7,Structural,10/03/2025,Internal,Critical,Visual Inspection,132.46,movement,3,I-103,0,377,318,30,29,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7794
705,54,Functional,10/04/2025,Internal,Moderate,Automated Testing,789.51,dial,1,I-103,1,455,343,31,81,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8347
706,37,Functional,01/23/2026,Component,Moderate,Visual Inspection,969.4,dial,3,I-101,1,197,143,3,51,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.755
707,86,Functional,11/13/2025,Surface,Critical,Automated Testing,667.18,movement,2,I-103,1,124,101,1,22,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7948
708,22,Functional,12/09/2025,Component,Minor,Manual Testing,781.35,movement,3,I-104,1,383,285,23,75,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8221
709,79,Functional,11/09/2025,Component,Minor,Automated Testing,711.6,movement,2,I-101,1,468,356,26,86,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7398
710,4,Cosmetic,02/25/2026,Surface,Moderate,Visual Inspection,91.9,movement,1,I-101,1,400,315,25,60,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7571
711,36,Cosmetic,01/27/2026,Internal,Minor,Manual Testing,767.74,strap,1,I-101,1,167,129,4,34,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.6943
712,74,Structural,11/29/2025,Surface,Minor,Visual Inspection,535.88,case,1,I-101,1,106,76,12,18,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7781
713,36,Structural,10/30/2025,Internal,Critical,Automated Testing,390.43,dial,3,I-104,1,404,292,52,60,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.846
714,66,Cosmetic,02/03/2026,Component,Minor,Visual Inspection,932.34,movement,2,I-101,1,236,177,33,26,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7398
715,27,Functional,12/21/2025,Surface,Moderate,Manual Testing,763.5,movement,1,I-103,1,263,187,20,56,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8095
716,86,Structural,12/05/2025,Surface,Minor,Visual Inspection,438.58,movement,1,I-104,1,182,159,19,4,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8475
717,84,Cosmetic,09/01/2025,Internal,Minor,Manual Testing,147.94,strap,2,I-102,0,484,377,62,45,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7565
718,33,Cosmetic,11/10/2025,Internal,Minor,Automated Testing,967.35,movement,1,I-102,0,237,184,16,37,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8238
719,18,Cosmetic,12/04/2025,Internal,Minor,Manual Testing,909.42,movement,2,I-103,0,172,136,9,27,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7948
720,77,Functional,10/03/2025,Internal,Moderate,Manual Testing,617.24,movement,2,I-103,0,336,297,47,-8,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7948
721,44,Cosmetic,12/26/2025,Component,Moderate,Manual Testing,552.0,case,2,I-104,1,145,136,11,-2,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8508
722,76,Structural,11/09/2025,Internal,Minor,Manual Testing,746.64,strap,2,I-102,1,205,187,16,2,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7565
723,25,Structural,09/27/2025,Internal,Critical,Visual Inspection,133.43,movement,2,I-102,1,387,349,13,25,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.81
724,58,Structural,10/22/2025,Surface,Moderate,Manual Testing,437.82,dial,3,I-102,1,361,301,9,51,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8221
725,15,Cosmetic,11/26/2025,Surface,Minor,Visual Inspection,713.29,dial,1,I-102,1,275,245,35,-5,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8475
726,24,Cosmetic,10/26/2025,Surface,Critical,Automated Testing,321.04,dial,3,I-102,1,265,226,25,14,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8221
727,92,Functional,09/12/2025,Surface,Minor,Automated Testing,988.41,strap,1,I-101,1,244,185,13,46,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.6943
728,5,Structural,09/10/2025,Component,Critical,Manual Testing,164.56,strap,3,I-103,1,429,325,15,89,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7202
729,74,Structural,10/29/2025,Component,Moderate,Manual Testing,357.07,dial,2,I-101,1,469,367,41,61,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7716
730,31,Structural,11/18/2025,Surface,Minor,Automated Testing,189.23,movement,1,I-102,0,382,364,35,-17,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8238
731,37,Cosmetic,01/29/2026,Component,Moderate,Manual Testing,840.24,strap,1,I-104,1,153,130,5,18,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8019
732,44,Structural,10/22/2025,Internal,Minor,Automated Testing,630.5,dial,3,I-104,1,277,250,35,-8,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.846
733,28,Functional,10/07/2025,Surface,Moderate,Manual Testing,584.54,dial,3,I-102,1,343,273,7,63,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8221
734,85,Functional,10/17/2025,Surface,Moderate,Automated Testing,995.47,movement,1,I-102,1,440,358,26,56,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8238
735,60,Structural,10/13/2025,Surface,Critical,Manual Testing,894.31,case,3,I-104,1,226,166,23,37,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8387
736,63,Functional,09/21/2025,Component,Minor,Automated Testing,420.57,strap,3,I-101,1,466,348,22,96,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.6538
737,46,Structural,12/14/2025,Component,Moderate,Visual Inspection,71.86,movement,3,I-101,0,370,344,46,-20,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7216
738,81,Structural,01/03/2026,Internal,Minor,Manual Testing,895.96,dial,2,I-102,1,231,199,26,6,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8352
739,98,Cosmetic,10/05/2025,Component,Moderate,Manual Testing,491.28,dial,2,I-101,1,192,152,23,17,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7716
740,79,Functional,12/23/2025,Internal,Moderate,Manual Testing,63.99,movement,3,I-104,1,478,442,12,24,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8221
741,91,Cosmetic,12/06/2025,Internal,Minor,Visual Inspection,409.99,strap,3,I-101,0,172,132,5,35,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.6538
742,51,Cosmetic,09/06/2025,Internal,Critical,Automated Testing,391.78,case,2,I-102,1,347,337,17,-7,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8275
743,27,Cosmetic,09/24/2025,Internal,Minor,Manual Testing,921.78,case,2,I-104,1,447,356,36,55,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8508
744,30,Cosmetic,02/09/2026,Component,Minor,Manual Testing,789.34,dial,1,I-101,1,372,295,42,35,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7874
745,97,Cosmetic,01/07/2026,Internal,Moderate,Visual Inspection,862.7,strap,1,I-103,1,142,111,18,13,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7558
746,93,Structural,10/10/2025,Component,Minor,Manual Testing,395.02,case,2,I-104,1,476,349,51,76,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8508
747,52,Cosmetic,11/02/2025,Surface,Minor,Visual Inspection,507.39,strap,3,I-104,1,140,102,19,19,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.771
748,41,Cosmetic,10/15/2025,Internal,Moderate,Manual Testing,990.02,strap,3,I-103,1,269,237,30,2,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7202
749,64,Functional,02/16/2026,Component,Minor,Visual Inspection,466.97,dial,3,I-103,1,311,293,16,2,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8077
750,9,Functional,11/22/2025,Surface,Moderate,Manual Testing,49.52,case,3,I-104,0,267,245,12,10,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8387
751,42,Functional,09/14/2025,Component,Minor,Manual Testing,543.93,movement,1,I-103,1,138,102,14,22,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8095
752,81,Functional,01/11/2026,Surface,Moderate,Automated Testing,688.91,dial,2,I-102,0,468,399,17,52,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8352
753,83,Cosmetic,09/08/2025,Surface,Critical,Visual Inspection,140.96,case,3,I-102,1,344,250,7,87,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8139
754,17,Structural,09/13/2025,Component,Minor,Manual Testing,624.69,case,1,I-102,0,250,178,21,51,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8402
755,90,Cosmetic,09/01/2025,Component,Critical,Manual Testing,317.5,case,3,I-104,1,210,185,26,-1,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8387
756,77,Functional,02/11/2026,Component,Minor,Manual Testing,363.84,case,2,I-103,1,146,124,3,19,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8134
757,40,Functional,11/16/2025,Surface,Moderate,Manual Testing,472.15,case,1,I-103,1,162,117,19,26,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8269
758,12,Cosmetic,09/22/2025,Internal,Moderate,Automated Testing,765.19,strap,2,I-101,0,324,229,40,55,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.6744
759,40,Cosmetic,11/22/2025,Surface,Moderate,Manual Testing,551.79,dial,2,I-101,1,465,454,36,-25,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7716
760,31,Structural,02/21/2026,Surface,Critical,Manual Testing,950.2,strap,1,I-103,0,168,119,3,46,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7558
761,67,Functional,09/05/2025,Component,Critical,Automated Testing,749.01,movement,1,I-103,1,398,328,13,57,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8095
762,27,Cosmetic,10/16/2025,Internal,Critical,Manual Testing,917.24,case,1,I-103,1,389,327,42,20,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8269
763,44,Cosmetic,12/24/2025,Component,Minor,Automated Testing,527.76,dial,1,I-104,1,395,289,43,63,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8685
764,40,Structural,12/26/2025,Internal,Minor,Visual Inspection,615.24,case,1,I-103,1,302,225,41,36,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8269
765,70,Structural,12/26/2025,Component,Minor,Visual Inspection,610.26,dial,1,I-101,1,160,127,14,19,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7874
766,49,Cosmetic,12/06/2025,Component,Moderate,Visual Inspection,305.36,strap,1,I-104,0,417,380,11,26,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8019
767,81,Structural,11/22/2025,Component,Minor,Automated Testing,753.7,dial,3,I-103,1,413,347,11,55,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8077
768,48,Cosmetic,09/09/2025,Internal,Moderate,Visual Inspection,67.49,movement,2,I-101,1,260,228,28,4,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7398
769,83,Structural,02/25/2026,Component,Minor,Visual Inspection,655.26,movement,1,I-104,1,430,419,15,-4,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8475
770,56,Structural,12/24/2025,Surface,Moderate,Visual Inspection,119.28,dial,3,I-103,0,115,105,6,4,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8077
771,97,Structural,09/13/2025,Internal,Critical,Manual Testing,617.35,dial,3,I-103,1,437,359,34,44,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8077
772,1,Cosmetic,02/10/2026,Surface,Critical,Manual Testing,514.52,dial,3,I-103,1,193,159,2,32,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8077
773,57,Functional,11/29/2025,Component,Minor,Automated Testing,552.3,dial,2,I-104,1,403,351,18,34,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8576
774,35,Structural,11/16/2025,Surface,Critical,Manual Testing,957.27,movement,1,I-101,1,237,210,15,12,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7571
775,22,Cosmetic,01/15/2026,Surface,Minor,Visual Inspection,379.78,case,3,I-101,1,437,367,21,49,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7446
776,37,Structural,01/01/2026,Surface,Minor,Automated Testing,20.93,dial,2,I-102,0,137,120,3,14,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8352
777,59,Functional,01/30/2026,Component,Moderate,Visual Inspection,698.16,dial,2,I-103,0,226,159,25,42,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8216
778,31,Functional,09/16/2025,Component,Critical,Manual Testing,270.7,movement,2,I-102,1,374,306,46,22,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.81
779,71,Structural,11/23/2025,Internal,Critical,Manual Testing,733.76,movement,3,I-102,1,263,204,12,47,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7955
